Network,Module,Predictor,Estimate,Pval,MO_Sets,Broad_Sets
Bicor-None_signum0.529_minSize12_merge_ME_0.85_18566,indianred4,Genotype,0.561658195205582,0.0036067211610358,,
Bicor-None_signum0.529_minSize12_merge_ME_0.85_18566,orange,Genotype,0.56879173058038,0.000315308418108155,HABIB_2017_GLUT6_DE_GLUT_CLUSTERS (1.3e-07),
Bicor-None_signum0.529_minSize12_merge_ME_0.85_18566,darkgreen,Region,-0.378799987918609,0.0462929771982597,OLDHAM_CORTEX_MODULE_YELLOW (2.4e-11) | OLDHAM_CORTEX_MODULE_BLUE (1.3e-06),
Bicor-None_signum0.529_minSize12_merge_ME_0.85_18566,lightcoral,Region,-0.435102947774182,0.0374264743071288,,
Bicor-None_signum0.529_minSize12_merge_ME_0.85_18566,white,Region,-0.569267279340644,0.0195727984875209,,
Bicor-None_signum0.529_minSize12_merge_ME_0.85_18566,coral2,Region,-0.521081769344549,0.0308001585603944,,
Bicor-None_signum0.529_minSize12_merge_ME_0.85_18566,deeppink1,Genotype,-0.490211514056898,0.0458575734445378,OLDHAM_CORTEX_MODULE_MIDNIGHTBLUE (1e-09) | ABSINTA_2021_MS_MICROGLIA_DE_MG_CLUSTERS (4.9e-07) | JAKEL_2019_IMMUNE (1.1e-06) | FOSTER_MITOCHONDRIA_PROTEINS (1.5e-06),
Bicor-None_signum0.529_minSize12_merge_ME_0.85_18566,firebrick3,Genotype,-0.542565702963453,0.00893674758945886,,
Bicor-None_signum0.529_minSize12_merge_ME_0.85_18566,lightsteelblue1,Region,-0.625748787168911,0.00193286751131637,AGARWAL_CTX_2020_IN8 (2.6e-09) | AGARWAL_CTX_2020_IN5 (4.7e-09) | LUO_2019_INH_MGE_CALB1_PCDH9_DE_NEURON_CLUSTERS (3.6e-08) | BAKKEN_2019_LAMP5_GABAERGIC_DE_GABA_CLUSTERS (1.9e-07) | AYHAN_2021_GRA_NEU4_DE_NEU_CLUSTERS (2.3e-07) | MATHYS_2019_IN4_DE_SUBTYPE_CLUSTERS (2.8e-07) | BAKKEN_2019_L6_IT_GLUTAMATERGIC_DE_GLUT_CLUSTERS (4.3e-07) | AYHAN_2021_INH_GAD1_1_DE_IN_GAD1_CLUSTERS (5.3e-07) | LUO_2019_INH_MGE_CALB1_HS3ST5_DE_NEURON_CLUSTERS (9.2e-07) | AYHAN_2021_GRA_NEU2_DE_NEU_CLUSTERS (9.7e-07) | TRAN_AMY_2020_INHIB_E (1e-06) | TRAN_DLPFC_2020_INHIB_E (1e-06) | TRAN_AMY_2020_INHIB_B (1.3e-06) | TRAN_DLPFC_2020_INHIB_B (1.3e-06) | TRAN_ACC_2020_INHIB_F (1.5e-06) | TRAN_NAC_2020_INHIB_F (1.5e-06) | ZEISEL_CA1PYRAMIDAL (2.4e-06) | ZENG_HUMAN_INTERNEURON_MARKERS (2.9e-06) | Raju_18GW_INTERNEURONS_BC (2.9e-06) | AGARWAL_CTX_2020_EX6B_DE_EX_CLUSTERS (3e-06) | MGI_MP:0003329__AMYLOID_BETA_DEPOSITS (3.6e-06) | Raju_18GW_INTERNEURONS_SEED (5.2e-06) | AYHAN_2021_INH_GAD1_4_DE_IN_GAD1_CLUSTERS (8.2e-06) | AYHAN_2021_GRA_NEU1_DE_NEU_CLUSTERS (1e-05),
Bicor-None_signum0.529_minSize12_merge_ME_0.85_18566,darkolivegreen,Region,-0.44734477708181,0.00780545549804265,SCHIRMER_2019_EX_L2_3 (6.6e-09) | SCHIRMER_2019_EX_L5_6 (6.4e-06) | MATHYS_2019_EX8_DE_SUBTYPE_CLUSTERS (9.1e-06),
Bicor-None_signum0.529_minSize12_merge_ME_0.85_18566,blue,Region,-0.513421261299571,0.00941689674157393,ZEISEL_EPENDYMAL (5e-17) | ZEISEL_CA1PYRAMIDAL (1.7e-16) | AYHAN_2021_CA3_2_DE_NEU_CLUSTERS (1.7e-11) | MATHYS_2019_IN8_DE_SUBTYPE_CLUSTERS (5.4e-10) | AYHAN_2021_IN_NEU3_DE_NEU_CLUSTERS (1.7e-09) | SUGINO_UP_GABAERGIC_NEURONS (3.2e-09) | BAKKEN_2019_L5_6_NP_GLUTAMATERGIC_DE_GLUT_CLUSTERS (5.4e-09) | YANG_PFC_2021_SST_INTERNEURON (7.7e-09) | HEIMAN_D2_MSN_ALL (8.8e-09) | MORABITO_2021_ASTROCYTE4_DE_SUBTYPE_CLUSTERS (1.1e-08) | AYHAN_2021_IN_NEU5_DE_NEU_CLUSTERS (1.4e-08) | JACQUET_DOWN_IN_FOXJ1_NULL_ADULT_STEM_CELL_NICHE (1.6e-08) | FIETZ_mSVZ>mVZ+mCP (1.2e-07) | LOH_EXCITATORY_SYNAPSE_PROTEOME (1.4e-07) | AGARWAL_CTX_2020_IN1B (3.3e-07) | TRAN_AMY_2020_ASTRO_DE_PAIRWISE (4.4e-07) | TRAN_DLPFC_2020_ASTRO_DE_PAIRWISE (4.4e-07) | AYHAN_2021_IN_NEU4_DE_NEU_CLUSTERS (4.8e-07) | Layer2_He_NatNeuro_2017 (5.3e-07) | OLDHAM_CORTEX_MODULE_BROWN (5.7e-07) | LAKE_2018_IN1B (6.1e-07) | MATHYS_2019_AST3_DE_SUBTYPE_CLUSTERS (6.1e-07) | LUO_2019_INH_MGE_B3GAT2_PDE4B_DE_NEURON_CLUSTERS (6.5e-07) | MGI_MP:0002207__ABNORMAL_LONG_TERM_POTENTIATION (7.5e-07) | TRAN_AMY_2020_ASTRO (7.5e-07) | TRAN_DLPFC_2020_ASTRO (7.5e-07) | HABIB_2017_EPENDYMAL (7.7e-07) | YANG_PFC_2021_SV2C_INTERNEURON (9.1e-07) | YANG_PFC_2021_PV_INTERNEURON (1.2e-06) | BAKKEN_2019_LAMP5_GABAERGIC_DE_GABA_CLUSTERS (1.2e-06) | LAKE_2018_AST_CER (1.4e-06) | AYHAN_2021_IN_NEU1_DE_NEU_CLUSTERS (1.4e-06) | BAKKEN_2019_L2_3_IT_GLUTAMATERGIC_DE_GLUT_CLUSTERS (1.5e-06) | LAKE_2018_IN1A (1.6e-06) | LAU_2020_INHIT (1.8e-06) | AGARWAL_CTX_2020_IN4B (1.9e-06) | YANG_PFC_2021_VIP_INTERNEURON (1.9e-06) | AGARWAL_CTX_2020_IN5_DE_IN_CLUSTERS (2e-06) | VELMESHEV_2019_IN_VIP (2.1e-06) | BAKKEN_2019_L6_IT_GLUTAMATERGIC_DE_GLUT_CLUSTERS (2.8e-06) | SCHIRMER_2019_ASTROCYTES (2.9e-06) | LAKE_2018_IN6B (3e-06) | AGARWAL_CTX_2020_IN5 (3.2e-06) | AYHAN_2021_INH_GAD1_0_DE_IN_GAD1_CLUSTERS (3.6e-06) | LUO_2019_INH_CGE_NDNF_CPNE2_DE_NEURON_CLUSTERS (4.1e-06) | LAKE_2018_IN6B_DE_IN_CLUSTERS (4.2e-06) | MATHYS_2019_IN11_DE_SUBTYPE_CLUSTERS (4.3e-06) | LAKE_2018_IN2 (4.5e-06) | LAKE_2018_IN4B (4.7e-06) | TRAN_ACC_2020_EXCIT_G_DE_PAIRWISE (4.7e-06) | TRAN_NAC_2020_EXCIT_G_DE_PAIRWISE (4.7e-06) | AYHAN_2021_IN_NEU2_DE_NEU_CLUSTERS (4.8e-06) | AYHAN_2021_OPC1 (6.2e-06) | AGARWAL_CTX_2020_IN4B_DE_IN_CLUSTERS (6.5e-06) | Gokce_mouse_D1_MSN_SC_RNAseq (6.6e-06) | GOKCE_D1MSN (6.6e-06) | LOH_EXCITATORY_SYNAPSE_PROTEOME_TruePos (7.3e-06) | MATHYS_2019_IN0_DE_SUBTYPE_CLUSTERS (8.8e-06) | HABIB_2017_GABA1 (9.1e-06) | LUO_2019_INH_MGE_B3GAT2_PCDH7_DE_NEURON_CLUSTERS (9.5e-06),
Bicor-None_signum0.529_minSize12_merge_ME_0.85_18566,palevioletred3,Region,-0.459302840816455,0.0264578034021724,,
Bicor-None_signum0.529_minSize12_merge_ME_0.85_18566,maroon,Region,-0.654598157174361,0.000467690567221406,,
Bicor-None_signum0.529_minSize12_merge_ME_0.85_18566,lightpink3,Genotype,-0.548521986822653,0.00040625671364454,,
Bicor-None_signum0.529_minSize12_merge_ME_0.85_18566,mediumpurple2,Region,-0.48425962566922,0.0214190814310853,DOYLE_CEREBELLAR_ASTROCYTES (4.3e-06) | BARRES_ASTROCYTES (8.3e-06),
Bicor-None_signum0.529_minSize12_merge_ME_0.85_18566,saddlebrown,Region,0.660540754074754,0.000183984348407986,BAKKEN_2019_L2_3_IT_GLUTAMATERGIC_DE_GLUT_CLUSTERS (6e-08) | CHAT_STR_noGSE3790_MetaCor_top50 (3.5e-07) | Layer3_He_NatNeuro_2017 (9.6e-07) | LUO_2019_EXC_L6_TSHZ2_CALN1_DE_NEURON_CLUSTERS (4.2e-06) | LAKE_2018_CER_AST_CER (4.6e-06) | LUO_2019_INH_MGE_B3GAT2_STK32A_DE_NEURON_CLUSTERS (5.1e-06) | AGARWAL_CTX_2020_EX6A (6.1e-06) | AGARWAL_CTX_2020_EX6A_DE_EX_CLUSTERS (6.7e-06) | AGARWAL_CTX_2020_EX3 (9e-06) | LAKE_2018_EX3D_DE_EX_CLUSTERS (1.1e-05),
Bicor-None_signum0.529_minSize12_merge_ME_0.85_18566,midnightblue,Genotype,-0.346133235890309,0.0122325948989151,BARRES_ASTROCYTES (4.7e-32) | ZHANG_MOUSE_ASTROCYTES_2014 (8.6e-27) | ZEISEL_ASTROCYTE (9.1e-24) | BARRES_OLIGODENDROCYTES (2e-22) | kelley_astro (9.7e-22) | AYHAN_2021_CA2_DE_NEU_CLUSTERS (1.9e-18) | OLDHAM_CORTEX_MODULE_BROWN (2.1e-18) | OLDHAM_CORTEX_MODULE_TURQUOISE (3.7e-18) | DOYLE_CORTICAL_OLIGODENDROCYTES_CMTM5 (3.8e-18) | ZHANG_MOUSE_OPC_2014 (1.4e-16) | SIM_HUMAN_OLIGODENDROCYTE_PRECURSOR_CELLS (3e-16) | BERNARD_LAYER_VI_CORTEX_ENRICHED (4.8e-16) | ZEISEL_OLIGODENDROCYTE (1.5e-15) | ZHANG_MOUSE_MYELINATING_OLIGOS_2014 (9.6e-15) | AYHAN_2021_OLIG4 (2.9e-14) | MGI_MP:0000953__ABNORMAL_OLIGODENDROCYTE_MORPHOLOGY (1e-13) | MORABITO_2021_OLIGO8_DE_SUBTYPE_CLUSTERS (2.3e-13) | ABA_OLIGODENDROCYTES (2.7e-13) | DOYLE_CEREBELLAR_ASTROCYTES (2.9e-13) | LUO_2019_OLIGO_MBP_AGAP1_DE_GLIAL_CLUSTERS (3.5e-13) | OLDHAM_CEREBELLUM_MODULE_TURQUOISE (8.3e-13) | JAKEL_2019_OLIGODENDROCYTE3 (1.2e-12) | JAKEL_2019_OLIGODENDROCYTE6 (2.2e-12) | JAKEL_2019_OLIGODENDROCYTE3_DE_OG_CLUSTERS (3.1e-12) | DOYLE_BERGMAN_GLIA_CORRECTED (4.8e-12) | JAKEL_2019_OLIGODENDROCYTE2 (9.1e-12) | kelley_oligo (1.5e-11) | kelley_astro (2.1e-11) | AGARWAL_CTX_2020_ODC (2.7e-11) | MGI_MP:0000745__TREMORS (3.4e-11) | JAKEL_2019_ASTROCYTE1 (3.6e-11) | PHILLIPS_MOST_DIFF_EXP_IN_PN_SUBTYPE_338_GENES (3.7e-11) | OLDHAM_CAUDATE_NUCLEUS_MODULE_TURQUOISE (4.9e-11) | AGARWAL_CTX_2020_OPC (1.4e-10) | DOYLE_CEREBELLAR_OLIGODENDROCYTES_CMTM5 (2.4e-10) | VELMESHEV_2019_AST_PP (3.1e-10) | AYHAN_2021_GRA_NEU5_DE_NEU_CLUSTERS (3.1e-10) | AGARWAL_CTX_2020_MICROGLIA (3.7e-10) | JAKEL_2019_OLIGODENDROCYTE5 (7e-10) | YANG_2021_ASTROCYTE (9e-10) | AYHAN_2021_OLIG5 (1e-09) | MGI_MP:0001393__ATAXIA (1.2e-09) | Suva_single_cell_astrocytoma_Oligo_program_genes_Fig2C (1.4e-09) | AYHAN_2021_OLIG2 (1.8e-09) | AYHAN_2021_ASTRO1 (2.8e-09) | TRAN_AMY_2020_ASTRO_DE_PAIRWISE (5.2e-09) | TRAN_DLPFC_2020_ASTRO_DE_PAIRWISE (5.2e-09) | KAWAGUCHI_E14_CORTICAL_APICAL_PROGENITOR_CELLS (5.8e-09) | YANG_PFC_2021_OPC (9.7e-09) | AGARWAL_SN_2020_ODC_2 (1.4e-08) | LI_2018_ASTRO (1.4e-08) | LUO_2019_ASTRO_FGF3R_CABLES1_DE_GLIAL_CLUSTERS (2.2e-08) | AYHAN_2021_OPC3 (2.2e-08) | GOKCE_OPC_STR (3e-08) | JAKEL_2019_OPC (3.1e-08) | AGARWAL_SN_2020_ODC_3 (4.2e-08) | AYHAN_2021_GRA_NEU7_DE_NEU_CLUSTERS (4.4e-08) | AYHAN_2021_INH_GAD1_9_DE_IN_GAD1_CLUSTERS (6.1e-08) | FIETZ_hOSVZ>hVZ+hISVZ+hCP (6.6e-08) | BACHOO_ASTROCYTES_SVM (1.1e-07) | YANG_2021_OLIGO (1.1e-07) | LUO_2019_OLIGO_MBP_MOBP_DE_GLIAL_CLUSTERS (1.3e-07) | MGI_MP:0000920__ABNORMAL_MYELINATION (1.6e-07) | HABIB_2017_ODC1 (1.8e-07) | JAKEL_2019_OLIGODENDROCYTE4 (2.2e-07) | TRAN_HIP_2020_ASTRO_A_DE_PAIRWISE (2.3e-07) | TRAN_HIP_2020_OPC_COP_DE_PAIRWISE (2.3e-07) | NAGY_2020_OLIG3 (2.3e-07) | LOVATT_ASTROCYTES (2.6e-07) | TRAN_ACC_2020_ASTRO_A (2.7e-07) | TRAN_NAC_2020_ASTRO_A (2.7e-07) | VERHAAK_TCGA_PRONEURAL_GBM_SUBTYPE (3.4e-07) | LAKE_2018_CER_OLI (3.6e-07) | HABIB_2017_ASC1 (3.8e-07) | ABA_ASTROCYTES (4.2e-07) | LI_2018_OLIGO (4.8e-07) | TURCAN_HYPOMETHYLATED_UPREGULATED_IN_IDH1MUT_CLINICAL_SAMPLES_236_GENES (5.7e-07) | MORABITO_2021_OLIGO9_DE_SUBTYPE_CLUSTERS (7.1e-07) | STANFORD_BRAIN_SW (1.2e-06) | AGARWAL_SN_2020_OPC (1.2e-06) | MORABITO_2021_OLIGO10_DE_SUBTYPE_CLUSTERS (1.2e-06) | kelley_oligo (1.3e-06) | AYHAN_2021_OLIG1 (1.3e-06) | Suva_single_cell_astrocytoma_PC1/2_low_genes_oligo_like_genes_fig2A (1.4e-06) | MORABITO_2021_ASTROCYTE4_DE_SUBTYPE_CLUSTERS (1.7e-06) | MGI_MP:0005404__ABNORMAL_AXON_MORPHOLOGY (2e-06) | Tesar_OPC_genes (2e-06) | Suva_single_cell_astrocytoma_Astro_program_genes_Fig2C (2e-06) | MGI_MP:0001732__POSTNATAL_GROWTH_RETARDATION (2.1e-06) | VERHAAK_TCGA_CLASSIC__GBM_SUBTYPE (2.4e-06) | TURCAN_CpG_HYPOMETHYLATED_IN_IDH1MUT_CLINICAL_SAMPLES_418_GENES (2.6e-06) | FOSTER_MITOCHONDRIA_PROTEINS (2.8e-06) | SCHIRMER_2019_ASTROCYTES (2.9e-06) | LAKE_2018_OLI (4.8e-06) | HABIB_2017_OPC (5.1e-06) | JAKEL_2019_COPS_DE_OG_CLUSTERS (5.5e-06) | VELMESHEV_2019_OLIGODENDROCYTES (5.9e-06) | MORABITO_2021_OLIGO7_DE_SUBTYPE_CLUSTERS (7.8e-06) | STANFORD_PLACENTA_SW (8e-06) | MGI_MP:0002182__ABNORMAL_ASTROCYTE_MORPHOLOGY (1e-05) | TRAN_ACC_2020_OLIGO_A (1e-05) | TRAN_NAC_2020_OLIGO_A (1e-05),
Bicor-None_signum0.529_minSize15_merge_ME_0.85_18566,palevioletred3,Region,-0.381904719397248,0.0119550515240222,GAD_NEOPLASMS_HEAD_AND_NECK_NEOPLASMS (8e-06),
Bicor-None_signum0.529_minSize15_merge_ME_0.85_18566,orangered4,Genotype,0.420400031172806,0.0307768802565797,,
Bicor-None_signum0.529_minSize15_merge_ME_0.85_18566,thistle1,Genotype,0.526225440505775,0.019589823778532,,
Bicor-None_signum0.529_minSize15_merge_ME_0.85_18566,coral2,Genotype,0.561658195205582,0.0036067211610358,,
Bicor-None_signum0.529_minSize15_merge_ME_0.85_18566,skyblue,Genotype,0.578700716951583,0.000114982296880414,,
Bicor-None_signum0.529_minSize15_merge_ME_0.85_18566,blue,Region,-0.520386139675669,0.00933460867869884,ZEISEL_EPENDYMAL (6.2e-25) | ZEISEL_CA1PYRAMIDAL (2.8e-22) | AYHAN_2021_GRA_NEU1_DE_NEU_CLUSTERS (9.9e-18) | AYHAN_2021_CA3_2_DE_NEU_CLUSTERS (2.6e-17) | HABIB_2017_EPENDYMAL (4.6e-14) | AYHAN_2021_DEN_GYR3 (4e-12) | AGARWAL_CTX_2020_IN1B (1e-11) | Gokce_mouse_D1_MSN_SC_RNAseq (2.1e-11) | GOKCE_D1MSN (2.1e-11) | BAKKEN_2019_L5_6_NP_GLUTAMATERGIC_DE_GLUT_CLUSTERS (2.2e-11) | Layer2_He_NatNeuro_2017 (5e-11) | AGARWAL_CTX_2020_IN4B (5e-11) | MORABITO_2021_ASTROCYTE4_DE_SUBTYPE_CLUSTERS (6.6e-11) | AYHAN_2021_GRA_NEU2_DE_NEU_CLUSTERS (8.4e-11) | BAKKEN_2019_L6_IT_GLUTAMATERGIC_DE_GLUT_CLUSTERS (9.7e-11) | AYHAN_2021_IN_NEU5_DE_NEU_CLUSTERS (2e-10) | YANG_2021_EPENDYMAL (2.4e-10) | YANG_PFC_2021_SST_INTERNEURON (3.2e-10) | MATHYS_2019_IN8_DE_SUBTYPE_CLUSTERS (3.3e-10) | BAKKEN_2019_L2_3_IT_GLUTAMATERGIC_DE_GLUT_CLUSTERS (3.9e-10) | LAKE_2018_IN4B (8.6e-10) | YANG_PFC_2021_SV2C_INTERNEURON (1.1e-09) | LOH_EXCITATORY_SYNAPSE_PROTEOME (1.2e-09) | YANG_PFC_2021_VIP_INTERNEURON (1.3e-09) | LAKE_2018_IN1B (1.4e-09) | RUNNE_DOWN_IN_HD_MODEL (1.9e-09) | AYHAN_2021_IN_NEU1_DE_NEU_CLUSTERS (2.6e-09) | AGARWAL_CTX_2020_IN5_DE_IN_CLUSTERS (3.1e-09) | MATHYS_2019_IN3_DE_SUBTYPE_CLUSTERS (4.2e-09) | MATHYS_2019_IN6_DE_SUBTYPE_CLUSTERS (4.2e-09) | BAKKEN_2019_L6B_GLUTAMATERGIC_DE_GLUT_CLUSTERS (5.5e-09) | AGARWAL_CTX_2020_IN4B_DE_IN_CLUSTERS (9.1e-09) | MATHYS_2019_AST3_DE_SUBTYPE_CLUSTERS (9.6e-09) | YANG_PFC_2021_PV_INTERNEURON (9.6e-09) | LUO_2019_INH_CGE_VIP_MBP_DE_NEURON_CLUSTERS (1e-08) | BAKKEN_2019_LAMP5_GABAERGIC_DE_GABA_CLUSTERS (1e-08) | AYHAN_2021_IN_NEU3_DE_NEU_CLUSTERS (1.1e-08) | AGARWAL_CTX_2020_IN8 (1.2e-08) | LUO_2019_EXC_L5_6_PDZRN4_WWC2_DE_NEURON_CLUSTERS (1.2e-08) | AGARWAL_CTX_2020_IN5 (1.6e-08) | kelley_Ependymal (1.7e-08) | LAU_2020_INHIT (1.9e-08) | AYHAN_2021_OPC1 (2.2e-08) | JACQUET_DOWN_IN_FOXJ1_NULL_ADULT_STEM_CELL_NICHE (2.9e-08) | LAKE_2018_IN1A (3.7e-08) | AYHAN_2021_INH_GAD1_9_DE_IN_GAD1_CLUSTERS (4.2e-08) | MATHYS_2019_IN1_DE_SUBTYPE_CLUSTERS (5e-08) | AYHAN_2021_INH_GAD1_0_DE_IN_GAD1_CLUSTERS (5e-08) | MGI_MP:0005377__HEARING/VESTIBULAR/EAR_PHENOTYPE (5.7e-08) | MATHYS_2019_EX0_DE_SUBTYPE_CLUSTERS (6e-08) | LUO_2019_INH_CGE_NDNF_CPNE2_DE_NEURON_CLUSTERS (6.5e-08) | YANG_PFC_2021_OPC (9e-08) | SUGINO_UP_GABAERGIC_NEURONS (1.1e-07) | FIETZ_mSVZ>mVZ+mCP (1.1e-07) | Gokce_D1_Cxcl14_MSN_SC_RNAseq (1.3e-07) | GOKCE_D1_CXCL14_MSN (1.3e-07) | BAKKEN_2019_PVALB_GABAERGIC_DE_GABA_CLUSTERS (1.3e-07) | LAKE_2018_IN3 (1.4e-07) | LAKE_2018_IN1B_DE_IN_CLUSTERS (1.5e-07) | ABSINTA_2021_SENESCENT_ASTROCYTE_DE_ASC_CLUSTERS (1.9e-07) | LUO_2019_INH_MGE_B3GAT2_PCDH7_DE_NEURON_CLUSTERS (2.2e-07) | AGARWAL_CTX_2020_EX6A_DE_EX_CLUSTERS (2.3e-07) | LAKE_2018_IN6B (2.4e-07) | MATHYS_2019_IN11_DE_SUBTYPE_CLUSTERS (2.8e-07) | MGI_MP:0000163__ABNORMAL_CARTILAGE_MORPHOLOGY (3.2e-07) | VELMESHEV_2019_IN_VIP (3.2e-07) | AYHAN_2021_GRA_NEU6_DE_NEU_CLUSTERS (3.5e-07) | DOYLE_CORTICAL_PNOC_NEURONS (3.6e-07) | LAKE_2018_IN2 (4.1e-07) | MATHYS_2019_IN5_DE_SUBTYPE_CLUSTERS (4.2e-07) | MATHYS_2019_IN10_DE_SUBTYPE_CLUSTERS (4.8e-07) | LAKE_2018_AST_CER (5.4e-07) | AYHAN_2021_INH_GAD1_7_DE_IN_GAD1_CLUSTERS (5.4e-07) | AYHAN_2021_IN_NEU4_DE_NEU_CLUSTERS (5.5e-07) | OLDHAM_CORTEX_MODULE_BROWN (6.1e-07) | AGARWAL_CTX_2020_IN1A (7.6e-07) | AYHAN_2021_CA2_DE_NEU_CLUSTERS (7.7e-07) | HABIB_2017_GABA1 (7.9e-07) | AGARWAL_SN_2020_ODC_2 (8.2e-07) | AGARWAL_CTX_2020_IN1C (8.9e-07) | AGARWAL_CTX_2020_IN6B (1e-06) | LAKE_2018_IN3_DE_IN_CLUSTERS (1.3e-06) | OLDHAM_CORTEX_MODULE_TURQUOISE (1.6e-06) | VELMESHEV_2019_IN_SV2C (1.6e-06) | LAKE_2018_IN8 (1.7e-06) | LUO_2019_INH_MGE_B3GAT2_PDE4B_DE_NEURON_CLUSTERS (1.8e-06) | AYHAN_2021_OPC2 (1.9e-06) | MGI_MP:0005371__LIMBS/DIGITS/TAIL_PHENOTYPE (2e-06) | ZEISEL_OLIGODENDROCYTE (2e-06) | AYHAN_2021_INH_GAD1_1_DE_IN_GAD1_CLUSTERS (2e-06) | TRAN_ACC_2020_EXCIT_G_DE_PAIRWISE (2.1e-06) | TRAN_NAC_2020_EXCIT_G_DE_PAIRWISE (2.1e-06) | JAKEL_2019_OPC (2.2e-06) | LUO_2019_INH_MGE_CALB1_PCDH9_DE_NEURON_CLUSTERS (2.4e-06) | LAKE_2018_IN1A_DE_IN_CLUSTERS (2.6e-06) | AYHAN_2021_OLIG4 (2.6e-06) | AYHAN_2021_INH_GAD1_5_DE_IN_GAD1_CLUSTERS (2.9e-06) | AYHAN_2021_INH_GAD1_2_DE_IN_GAD1_CLUSTERS (3e-06) | AYHAN_2021_INH_GAD1_4_DE_IN_GAD1_CLUSTERS (3e-06) | LAKE_2018_IN6B_DE_IN_CLUSTERS (3.4e-06) | JAKEL_2019_OLIGODENDROCYTE1 (3.5e-06) | AYHAN_2021_OLIG3 (3.7e-06) | LAKE_2018_IN4A (4.1e-06) | AYHAN_2021_INH_GAD1_10_DE_IN_GAD1_CLUSTERS (4.4e-06) | TRAN_AMY_2020_ASTRO_DE_PAIRWISE (5.5e-06) | TRAN_DLPFC_2020_ASTRO_DE_PAIRWISE (5.5e-06) | MGI_MP:0002081__PERINATAL_LETHALITY (5.6e-06) | AGARWAL_CTX_2020_EX6A (5.7e-06) | LAKE_2018_IN1C (5.7e-06) | LAKE_2018_IN4B_DE_IN_CLUSTERS (6e-06) | AGARWAL_CTX_2020_EX6B (6.1e-06) | AYHAN_2021_ASTRO1 (6.1e-06) | NAGY_2020_OLIG3 (6.2e-06) | Layer4_He_NatNeuro_2017 (6.3e-06) | MATHYS_2019_IN0_DE_SUBTYPE_CLUSTERS (6.3e-06) | TRAN_AMY_2020_INHIB_C (6.5e-06) | TRAN_DLPFC_2020_INHIB_C (6.5e-06) | Raju_18GW_INTERNEURONS_BC (6.8e-06) | SCHIRMER_2019_ASTROCYTES (6.9e-06) | VELMESHEV_2019_AST_PP (8e-06) | MGI_MP:0001732__POSTNATAL_GROWTH_RETARDATION (9.1e-06) | MATHYS_2019_IN2_DE_SUBTYPE_CLUSTERS (9.1e-06) | MGI_MP:0002207__ABNORMAL_LONG_TERM_POTENTIATION (9.2e-06) | TRAN_AMY_2020_ASTRO (9.2e-06) | TRAN_DLPFC_2020_ASTRO (9.2e-06) | Gokce_Tacr1_MSN_SC_RNAseq (9.9e-06) | GOKCE_TACR1_MSN (9.9e-06),
Bicor-None_signum0.529_minSize15_merge_ME_0.85_18566,darkslateblue,Region,-0.53008726872862,0.014859256414875,ABSINTA_2021_VASCULAR (2.2e-06) | MGI_MP:0001762__POLYURIA (2.6e-06) | STANFORD_NCI57SMOOTHMUSCLE-PUTATIVE_SW (4.4e-06) | LI_2018_VSMC (5.4e-06) | ABA_CHOROID_PLEXUS (5.5e-06) | LUO_2019_EXC_L4_6_LRRK1_RXRG_DE_NEURON_CLUSTERS (5.5e-06) | ZAMANIAN_UP_IN_MCAO_REACTIVE_ASTROCYTES (8.4e-06) | LIQUN_FIBROBLAST_DCNcor (9.9e-06),
Bicor-None_signum0.529_minSize15_merge_ME_0.85_18566,thistle2,Genotype,0.392185275083152,0.0342224012074068,,
Bicor-None_signum0.529_minSize15_merge_ME_0.85_18566,darkgrey,Region,0.382073432979529,0.0217870288090823,,
Bicor-None_signum0.529_minSize15_merge_ME_0.85_18566,darkturquoise,Region,-0.576087630377221,0.015446507581135,AYHAN_2021_CA1_2_DE_NEU_CLUSTERS (7.1e-07) | Gokce_mouse_D1_MSN_SC_RNAseq (2.2e-06) | GOKCE_D1MSN (2.2e-06) | AYHAN_2021_INH_GAD1_8_DE_IN_GAD1_CLUSTERS (2.2e-06) | BAKKEN_2019_L5_6_NP_GLUTAMATERGIC_DE_GLUT_CLUSTERS (6.3e-06) | Raju_18GW_INTERNEURONS_BC (7.9e-06) | ZEISEL_INTERNEURON (9.3e-06) | Gokce_Tacr1_MSN_SC_RNAseq (1e-05) | GOKCE_TACR1_MSN (1e-05),
Bicor-None_signum0.529_minSize15_merge_ME_0.85_18566,honeydew1,Region,-0.48425962566922,0.0214190814310853,DOYLE_CEREBELLAR_ASTROCYTES (1.1e-08) | BARRES_ASTROCYTES (1.1e-07) | ZHANG_MOUSE_ASTROCYTES_2014 (2.5e-07),
Bicor-None_signum0.529_minSize15_merge_ME_0.85_18566,lightcyan1,Region,-0.654598157174361,0.000467690567221406,,
Bicor-None_signum0.529_minSize15_merge_ME_0.85_18566,antiquewhite4,Region,-0.435102947774182,0.0374264743071288,,
